Fish,Scan,Scanner,Scan date,Voxelsize [μm],Source voltage [kV],Source current [μA],Filter,Exposure time [ms],Frame averaging,360° scan,Rotation step [°],Projection size,Scan duration [s],Stacked scans,Total scan duration [s],Ring removal correction,Beam hardening correction,Gray value mapping
10794_Ptyochromis_xenognathus_rocks,rec,SkyScan 2214,2021-07-22 12:44:27,9.422742,70.0,140.0,False,813,,False,0.2,"(3072, 1944)",3333.0,1,3333.0,,,0.160238
10794_Ptyochromis_xenognathus_rocks,rec_rescan,SkyScan 2214,2021-07-30 12:17:16,8.230607,70.0,140.0,False,657,,False,0.2,"(3072, 1944)",2940.0,1,2940.0,,,0.103251
10794_Ptyochromis_xenognathus_rocks,rec_rescan_rereconstruct_OJ,SkyScan 2214,2021-07-30 12:17:16,8.230607,70.0,140.0,False,657,,False,0.2,"(3072, 1944)",2940.0,1,2940.0,,,0.123484
109188_Harpagochromis_howesi,head.rec,SkyScan 2214,2021-09-23 18:56:54,24.998536,70.0,140.0,False,801,,False,0.2,"(1536, 972)",2395.0,1,2395.0,,,0.066572
109188_Harpagochromis_howesi,rec,SkyScan 2214,2021-09-23 16:54:01,15.506901,70.0,140.0,False,801,,False,0.2,"(1536, 972)",2407.0,1,2407.0,,,0.130399
109188_Harpagochromis_howesi,rec_oj,SkyScan 2214,2022-03-10 16:28:20,9.000117,70.0,140.0,False,655,,False,0.1,"(3072, 1944)",5979.0,1,5979.0,,,0.126131
109209_Lithochromis_scraper,head.rec,SkyScan 2214,2021-11-11 12:20:37,23.998779,70.0,140.0,False,976,,False,0.2,"(1536, 972)",2850.0,1,2850.0,,,0.100487
109209_Lithochromis_scraper,rec,SkyScan 2214,2021-06-22 13:24:26,6.799137,70.0,138.0,False,777,,False,0.2,"(2802, 1944)",3176.0,1,3176.0,,,0.111487
109220_Incertae_sedis_large_red_deepwater,head.rec,SkyScan 2214,2021-11-18 09:55:32,30.200303,70.0,140.0,False,976,,False,0.2,"(1536, 972)",2829.0,1,2829.0,,,0.067146
109220_Incertae_sedis_large_red_deepwater,rec,SkyScan 2214,2021-04-12 10:19:19,11.33137,70.0,125.0,False,908,,False,0.2,"(3070, 1944)",3565.0,1,3565.0,,,0.071915
109320_Lithochromis_yellow_chin,head.rec,SkyScan 2214,2021-10-18 10:02:21,21.999264,70.0,140.0,False,720,,False,0.2,"(1536, 972)",2210.0,1,2210.0,,,0.098358
109320_Lithochromis_yellow_chin,rec,SkyScan 2214,2021-07-06 10:30:00,7.750421,70.0,140.0,False,666,,False,0.2,"(3072, 1944)",3029.0,1,3029.0,,,0.110055
109432_Astatotilapia_nubila_swamp_red,rec,SkyScan 2214,2021-10-25 11:07:19,5.367666,60.0,146.0,False,706,,False,0.15,"(3072, 1944)",4118.0,1,4118.0,,,0.147155
109768_Enterochromis_I_cinctus_St_E,rec,SkyScan 1272,2021-11-26 14:45:51,4.000007,60.0,166.0,Al 0.25mm,1783,3.0,False,0.1,"(4904, 3280)",17878.0,1,17878.0,13.0,,0.257426
109857_Incertae_sedis_sp,rec,SkyScan 1272,2021-12-03 01:07:01,4.50002,60.0,166.0,Al 0.25mm,3314,3.0,False,0.1,"(4904, 3280)",28929.0,1,28929.0,13.0,,0.295771
11045_Lipochromis_velvet_black_cryptodon,rec,SkyScan 2214,2021-03-25 10:05:38,13.120329,70.0,125.0,False,750,,False,0.2,"(3070, 1944)",3271.0,1,3271.0,,,0.055035
11053_Pundamilia_core_nyererei,head.rec,SkyScan 2214,2021-11-17 15:32:04,18.000235,70.0,140.0,False,976,,False,0.2,"(1536, 972)",2823.0,1,2823.0,,,0.136324
11053_Pundamilia_core_nyererei,rec,SkyScan 2214,2021-06-18 10:47:06,6.799137,70.0,140.0,False,600,,False,0.2,"(2802, 1944)",2851.0,1,2851.0,,,0.152513
11116_Pundamilia_macrocephala_blue_deepwater,head.rec,SkyScan 2214,2021-11-08 12:37:54,28.000837,70.0,137.0,False,666,,False,0.2,"(1536, 972)",2050.0,1,2050.0,,,0.075169
11116_Pundamilia_macrocephala_blue_deepwater,head2.rec,SkyScan 2214,2022-02-04 12:53:10,28.000837,70.0,135.0,False,923,,False,0.2,"(1536, 972)",2894.0,1,2894.0,,,0.11432
11116_Pundamilia_macrocephala_blue_deepwater,rec,SkyScan 2214,2021-05-28 10:22:10,8.88045,70.0,140.0,False,743,,False,0.2,"(3070, 1944)",3138.0,1,3138.0,,,0.143899
11185_Labrochromis_stone,head.rec,SkyScan 2214,2023-05-11 15:47:42,21.999992,60.0,140.0,False,998,,False,0.1,"(3072, 1944)",7495.0,1,7495.0,,,0.088213
11185_Labrochromis_stone,rec_oj,SkyScan 2214,2023-05-11 18:08:07,8.500239,60.0,140.0,False,998,,False,0.1,"(3072, 1944)",7583.0,1,7583.0,,,0.142104
11185_Labrochromis_stone,rec_pj,SkyScan 2214,2023-05-11 22:20:19,8.500239,60.0,140.0,False,998,,False,0.1,"(3072, 1944)",7490.0,1,7490.0,,,0.096767
11313_Pundamilia_pink_anal_fin,rec,SkyScan 2214,2021-05-10 10:20:15,7.514115,70.0,125.0,False,720,,False,0.2,"(3070, 1944)",3043.0,1,3043.0,,,0.138546
11322_Mbipia_mbipi,head.rec,SkyScan 2214,2021-11-02 14:25:43,30.000352,70.0,140.0,False,648,,False,0.2,"(1536, 972)",1970.0,1,1970.0,,,0.083133
11322_Mbipia_mbipi,rec,SkyScan 2214,2021-06-17 11:37:51,8.34876,70.0,140.0,False,917,,False,0.2,"(2802, 1944)",3544.0,1,3544.0,,,0.116694
11344_Neochromis_gigas,head.rec,SkyScan 2214,2021-11-05 16:29:42,29.000594,70.0,140.0,False,648,,False,0.2,"(1536, 972)",1995.0,1,1995.0,,,0.06963
11344_Neochromis_gigas,rec,SkyScan 2214,2021-07-19 10:51:25,12.499268,70.0,140.0,False,813,,False,0.2,"(3072, 1944)",3305.0,1,3305.0,,,0.075343
11344_Neochromis_gigas,rec_rescan,SkyScan 2214,2021-07-29 13:17:42,8.230607,70.0,140.0,False,657,,False,0.2,"(3072, 1944)",2985.0,1,2985.0,,,0.112003
11447_Enterochromis_II_red_and_blue,head.rec,SkyScan 2214,2021-12-17 10:25:25,14.501084,70.0,140.0,False,612,,False,0.2,"(1536, 972)",2091.0,1,2091.0,,,0.141668
11447_Enterochromis_II_red_and_blue,rec,SkyScan 2214,2021-05-11 10:16:14,7.514115,70.0,125.0,False,969,,False,0.2,"(3070, 1944)",3647.0,1,3647.0,,,0.080931
11447_Enterochromis_II_red_and_blue,rec_oj,SkyScan 2214,2022-03-10 10:55:57,6.559801,70.0,140.0,False,655,,False,0.1,"(3072, 1944)",5937.0,1,5937.0,,,0.19013
11447_Enterochromis_II_red_and_blue,rec_oj_2,SkyScan 2214,2022-09-01 18:37:54,5.999331,60.0,140.0,False,1647,,False,0.1,"(3072, 1944)",11062.0,1,11062.0,,,0.204509
11447_Enterochromis_II_red_and_blue,rec_oj_360,SkyScan 2214,2022-09-12 14:41:38,7.500482,60.0,140.0,False,1831,,True,0.1,"(3072, 1944)",18185.0,1,18185.0,,,0.143188
11447_Enterochromis_II_red_and_blue,rec_oj_rereconstruct,SkyScan 2214,2022-03-10 10:55:57,6.559801,70.0,140.0,False,655,,False,0.1,"(3072, 1944)",5937.0,1,5937.0,,,0.188329
11447_Enterochromis_II_red_and_blue,rec_rereconstruct,SkyScan 2214,2021-05-11 10:16:14,7.514115,70.0,125.0,False,969,,False,0.2,"(3070, 1944)",3647.0,1,3647.0,,,0.131378
11500_Astatotilapia_nubila_rocks,head.rec,SkyScan 2214,2021-11-05 13:57:29,31.000109,70.0,140.0,False,648,,False,0.2,"(1536, 972)",1992.0,1,1992.0,,,0.09508
11500_Astatotilapia_nubila_rocks,rec,SkyScan 2214,2021-06-10 09:43:47,9.999875,70.0,140.0,False,576,,False,0.2,"(3070, 1944)",2779.0,1,2779.0,,,0.145188
11557_Lipochromis_melanopterus,head.rec,SkyScan 2214,2021-11-11 09:58:25,26.001323,70.0,140.0,False,976,,False,0.2,"(1536, 972)",2834.0,1,2834.0,,,0.096576
11557_Lipochromis_melanopterus,rec,SkyScan 2214,2021-09-20 19:16:36,8.95013,70.0,140.0,False,873,,False,0.1,"(3072, 1944)",6809.0,1,6809.0,,,0.128009
11557_Lipochromis_melanopterus,rec_rereconstruct_OJ_A,SkyScan 2214,2021-09-20 19:16:36,8.95013,70.0,140.0,False,873,,False,0.1,"(3072, 1944)",6809.0,1,6809.0,,,0.127697
11557_Lipochromis_melanopterus,rec_rereconstruct_OJ_B,SkyScan 2214,2021-09-20 19:16:36,8.95013,70.0,140.0,False,873,,False,0.1,"(3072, 1944)",6809.0,1,6809.0,,,0.115974
11601_Psammochromis_rock_riponianus,head.rec_head,SkyScan 2214,2021-10-12 13:18:45,17.999448,70.0,140.0,False,873,,False,0.15,"(3072, 1944)",4579.0,1,4579.0,,,0.101841
11601_Psammochromis_rock_riponianus,rec,SkyScan 2214,2021-06-07 10:13:49,10.999632,70.0,140.0,False,713,,False,0.2,"(3070, 1944)",3023.0,1,3023.0,,,0.132169
11601_Psammochromis_rock_riponianus,rec_rereconstruct,SkyScan 2214,2021-06-07 10:13:49,10.999632,70.0,140.0,False,713,,False,0.2,"(3070, 1944)",3023.0,1,3023.0,,,0.108015
11639_Paralabidochromis_rockkribensis_plagiodon_rocks,head.rec,SkyScan 2214,2021-11-01 10:49:53,30.000352,70.0,140.0,False,648,,False,0.2,"(1536, 972)",2080.0,1,2080.0,,,0.093198
11639_Paralabidochromis_rockkribensis_plagiodon_rocks,rec,SkyScan 2214,2021-06-01 10:10:51,7.991271,70.0,140.0,False,900,,False,0.2,"(3070, 1944)",3443.0,1,3443.0,,,0.114091
11729_Pundamilia_core_pundamilia_like,head.rec,SkyScan 2214,2021-11-02 11:25:43,30.000352,70.0,140.0,False,648,,False,0.2,"(1536, 972)",2063.0,1,2063.0,,,0.121618
11729_Pundamilia_core_pundamilia_like,rec,SkyScan 2214,2021-06-14 09:57:51,9.999875,70.0,140.0,False,626,,False,0.2,"(3070, 1944)",2897.0,1,2897.0,,,0.197219
11729_Pundamilia_core_pundamilia_like,rec_rereconstruct,SkyScan 2214,2021-06-14 09:57:51,9.999875,70.0,140.0,False,626,,False,0.2,"(3070, 1944)",2897.0,1,2897.0,,,0.180798
11807_Paralabidochromis_chromogynous_chromogynos,head.rec,SkyScan 2214,2022-02-04 10:03:25,24.998536,70.0,134.0,False,923,,False,0.2,"(1536, 972)",2777.0,1,2777.0,,,0.148179
11807_Paralabidochromis_chromogynous_chromogynos,head2.rec,SkyScan 2214,2022-11-08 16:16:29,17.499569,70.0,140.0,False,583,,False,0.1,"(3072, 1944)",5655.0,1,5655.0,,,0.109146
11807_Paralabidochromis_chromogynous_chromogynos,rec,SkyScan 2214,2021-07-01 17:31:46,9.000117,70.0,140.0,False,937,,False,0.2,"(3072, 1944)",3568.0,1,3568.0,,,0.136896
11946_Haplochromis_purple_yellow,head.rec,SkyScan 2214,2021-11-05 12:13:44,27.00108,70.0,140.0,False,648,,False,0.2,"(1536, 972)",1982.0,1,1982.0,,,0.074325
11946_Haplochromis_purple_yellow,rec,SkyScan 2214,2021-05-31 10:42:36,7.991271,70.0,140.0,False,743,,False,0.2,"(3070, 1944)",2901.0,1,2901.0,,,0.136079
11965_Hoplotilapia_retrodens,head.rec,SkyScan 2214,2022-02-03 14:44:07,24.498657,70.0,136.0,False,500,,False,0.2,"(1536, 972)",1835.0,1,1835.0,,,0.109604
11965_Hoplotilapia_retrodens,rec,SkyScan 2214,2021-07-19 14:06:38,8.110939,70.0,140.0,False,813,,False,0.2,"(3072, 1944)",3297.0,1,3297.0,,,0.174607
11965_Hoplotilapia_retrodens,rec_head_40um,SkyScan 2214,2021-08-19 15:25:09,40.000954,70.0,140.0,False,736,,False,1.0,"(1536, 972)",497.0,1,497.0,,,0.094539
11965_Hoplotilapia_retrodens,rec_rescan,SkyScan 2214,2021-08-19 13:17:14,8.300287,70.0,140.0,False,834,,False,0.2,"(3072, 1944)",3359.0,1,3359.0,,,0.160995
11992_Pundamilia_core_nyererei_like,head.rec,SkyScan 2214,2021-11-17 12:44:36,18.999992,70.0,140.0,False,976,,False,0.2,"(1536, 972)",2831.0,1,2831.0,,,0.077639
11992_Pundamilia_core_nyererei_like,rec,SkyScan 2214,2021-09-07 10:32:35,6.799137,70.0,140.0,False,1101,,False,0.2,"(3072, 1944)",3927.0,1,3927.0,,,0.112715
11992_Pundamilia_core_nyererei_like,rec_pj_2,SkyScan 2214,2022-08-31 11:36:57,9.999875,60.0,140.0,False,1647,,False,0.1,"(3072, 1944)",10309.0,1,10309.0,,,0.094172
12319_Neochromis_greenwoodi,head.30um_rec,SkyScan 2214,2021-09-23 11:54:37,30.000352,70.0,140.0,False,801,,False,0.2,"(1536, 972)",2406.0,1,2406.0,,,0.094068
12319_Neochromis_greenwoodi,head.50um_rec,SkyScan 2214,2021-09-23 10:33:35,49.998527,70.0,140.0,False,801,,False,0.2,"(1536, 972)",2612.0,1,2612.0,,,0.060523
12319_Neochromis_greenwoodi,rec,SkyScan 2214,2021-07-13 11:31:55,8.588096,70.0,140.0,False,747,,False,0.2,"(3072, 1944)",3321.0,1,3321.0,,,0.117131
12446_Lithochromis_rubripinnis,rec_oj,SkyScan 2214,2022-11-03 10:44:58,8.00036,70.0,145.0,False,736,,False,0.1,"(3072, 1944)",6313.0,1,6313.0,,,0.127035
12446_Lithochromis_rubripinnis,rec_pj,SkyScan 2214,2022-11-02 10:32:54,8.00036,70.0,145.0,False,736,,False,0.1,"(3072, 1944)",6281.0,1,6281.0,,,0.098144
12793_Lithochromis_rufus,rec_oj,SkyScan 2214,2022-11-01 10:43:24,6.500724,70.0,145.0,False,736,,False,0.1,"(3072, 1944)",6432.0,1,6432.0,,,0.151509
12807_Pundamilia_core_sp_Luanso_blue,head.rec,SkyScan 2214,2022-03-31 11:03:57,17.999448,70.0,140.0,False,587,,False,0.1,"(3072, 1944)",5727.0,1,5727.0,,,0.107203
12807_Pundamilia_core_sp_Luanso_blue,rec,SkyScan 2214,2021-09-10 10:56:13,6.799137,70.0,140.0,False,1647,,False,0.2,"(3072, 1944)",5120.0,1,5120.0,,,0.127435
12807_Pundamilia_core_sp_Luanso_blue,rec_oj,SkyScan 2214,2022-03-31 12:46:44,7.250542,70.0,140.0,False,587,,False,0.1,"(3072, 1944)",5671.0,1,5671.0,,,0.14523
12807_Pundamilia_core_sp_Luanso_blue,rec_pj,SkyScan 2214,2022-03-31 14:35:40,7.250542,70.0,140.0,False,587,,False,0.1,"(3072, 1944)",5628.0,1,5628.0,,,0.090598
12807_Pundamilia_core_sp_Luanso_blue,rec_pj_2,SkyScan 2214,2022-08-30 14:09:31,8.00036,60.0,140.0,False,1647,,False,0.1,"(3072, 1944)",10379.0,1,10379.0,,,0.09956
12849_Pundamilia_core_sp_Luanso_red,rec,SkyScan 2214,2021-08-23 10:26:31,8.110939,70.0,140.0,False,834,,False,0.2,"(3072, 1944)",3348.0,1,3348.0,,,0.128125
13069_Pundamilia_core_pundamilia,head.rec,SkyScan 2214,2021-11-17 10:11:23,26.001323,70.0,140.0,False,976,,False,0.2,"(1536, 972)",2831.0,1,2831.0,,,0.075367
13069_Pundamilia_core_pundamilia,rec,SkyScan 2214,2021-08-30 10:46:24,8.468428,70.0,140.0,False,1101,,False,0.2,"(3072, 1944)",3914.0,1,3914.0,,,0.147752
13115_Mbipia_lutea,head.rec,SkyScan 2214,2022-02-10 16:02:22,35.998895,70.0,140.0,False,904,,False,0.2,"(1536, 972)",2734.0,1,2734.0,,,0.079119
13115_Mbipia_lutea,rec_13um,SkyScan 2214,2021-03-24 10:38:11,13.120329,70.0,125.0,False,750,,False,0.2,"(3070, 1944)",3731.0,1,3731.0,,,0.049811
13115_Mbipia_lutea,rec_22um,SkyScan 2214,2021-03-09 11:44:27,21.999992,70.0,125.0,False,280,,False,0.2,"(3070, 1944)",2194.0,1,2194.0,,,0.047498
131282_Astatotilapia_burtoni,head.rec,SkyScan 2214,2022-01-27 10:55:34,13.501327,70.0,138.0,False,740,,False,0.2,"(1536, 972)",2271.0,1,2271.0,,,0.146953
131282_Astatotilapia_burtoni,jaw.rec,SkyScan 1272,2021-02-05 11:39:26,5.000014,60.0,166.0,Al 0.25mm,1500,3.0,False,0.2,"(2452, 1640)",7044.0,1,7044.0,14.0,10.0,0.35403
131282_Astatotilapia_burtoni,pharynx.rec,SkyScan 1272,2021-02-05 13:44:12,5.000014,60.0,166.0,Al 0.25mm,1500,3.0,False,0.2,"(2452, 1640)",7043.0,1,7043.0,14.0,10.0,0.221278
13269_Incertae_sedis_sp_LithochromisPundamilia,rec,SkyScan 2214,2021-09-02 11:02:46,8.900142,70.0,140.0,False,1101,,False,0.2,"(3072, 1944)",3942.0,1,3942.0,,,0.114363
13281_Lithochromis_orange,rec,SkyScan 2214,2021-08-26 14:37:13,8.88045,70.0,140.0,False,909,,False,0.2,"(3072, 1944)",3492.0,1,3492.0,,,0.142293
13393_Lithochromis_pseudoblue,head.rec,SkyScan 2214,2021-11-04 09:52:24,29.000594,70.0,140.0,False,648,,False,0.2,"(1536, 972)",2072.0,1,2072.0,,,0.078103
13393_Lithochromis_pseudoblue,rec,SkyScan 2214,2021-06-04 12:35:41,7.991271,70.0,140.0,False,713,,False,0.2,"(3070, 1944)",3041.0,1,3041.0,,,0.077749
13420_Ptyochromis_striped_rock_sheller,rec,SkyScan 2214,2021-09-13 10:50:51,9.000117,70.0,147.0,False,1647,,False,0.2,"(3072, 1944)",5138.0,1,5138.0,,,0.131211
13492_Pundamilia_macrocephala_yellow_deepwater,head.rec,SkyScan 2214,2021-11-08 10:19:39,29.000594,70.0,140.0,False,666,,False,0.2,"(1536, 972)",2038.0,1,2038.0,,,0.079248
13492_Pundamilia_macrocephala_yellow_deepwater,rec,SkyScan 2214,2021-05-27 10:07:47,7.276294,70.0,140.0,False,743,,False,0.2,"(3070, 1944)",3192.0,1,3192.0,,,0.115686
14125_Pundamilia_core_deepwater_giant,rec,SkyScan 2214,2021-07-23 11:22:35,8.34876,70.0,140.0,False,813,,False,0.2,"(3072, 1944)",3291.0,1,3291.0,,,0.101053
14128_Harpagochromis_vonlinnei,rec,SkyScan 2214,2021-03-26 09:43:58,13.120329,70.0,125.0,False,750,,False,0.2,"(3070, 1944)",3212.0,1,3212.0,,,0.062966
14233_Neochromis_unicuspid_scraper,rec,SkyScan 2214,2021-08-31 10:28:12,8.468428,70.0,140.0,False,1101,,False,0.2,"(3072, 1944)",3957.0,1,3957.0,,,0.088423
14269_Enterochromis_I_sp_blue,rec,SkyScan 1272,2020-11-20 17:03:10,5.000018,70.0,142.0,Al 0.5mm,3254,3.0,False,0.1,"(4904, 3280)",29118.0,1,29118.0,13.0,,0.209348
14269_Enterochromis_I_sp_blue,rec_oj_2,SkyScan 2214,2022-09-02 11:54:31,5.499452,60.0,140.0,False,1647,,False,0.1,"(3072, 1944)",10379.0,1,10379.0,,,0.21174
14269_Enterochromis_I_sp_blue,rec_pj_2,SkyScan 2214,2022-09-02 15:10:20,5.499452,60.0,140.0,False,1647,,False,0.1,"(3072, 1944)",10350.0,1,10350.0,,,0.12371
14269_Enterochromis_I_sp_blue,rec_rereconstruct,SkyScan 1272,2020-11-20 17:03:10,5.000018,70.0,142.0,Al 0.5mm,3254,3.0,False,0.1,"(4904, 3280)",29118.0,1,29118.0,13.0,,0.209348
14295_Enterochromis_I_sp_red_dorsum,head.rec,SkyScan 2214,2022-03-01 14:49:24,19.999749,70.0,140.0,False,832,,False,0.2,"(1536, 972)",2547.0,1,2547.0,,,0.119763
14295_Enterochromis_I_sp_red_dorsum,rec,SkyScan 1272,2020-10-26 12:58:57,5.000014,70.0,142.0,Al 0.5mm,1162,3.0,False,0.6,"(2452, 1640)",2057.0,1,2057.0,13.0,,0.204023
14295_Enterochromis_I_sp_red_dorsum,rec_pj,SkyScan 2214,2022-03-01 16:57:18,5.962976,70.0,140.0,False,855,,False,0.1,"(3072, 1944)",6783.0,1,6783.0,,,0.109309
14298_Incertae_sedis_thick_skin,head.rec,SkyScan 2214,2022-04-29 11:31:24,12.499268,70.0,140.0,False,835,,False,0.1,"(3072, 1944)",6711.0,1,6711.0,,,0.114016
14298_Incertae_sedis_thick_skin,rec,SkyScan 1272,2020-11-17 18:22:34,5.000018,70.0,142.0,Al 0.5mm,3254,3.0,False,0.1,"(4904, 3280)",28847.0,1,28847.0,14.0,,0.253239
14298_Incertae_sedis_thick_skin,rec_oj,SkyScan 2214,2022-04-29 17:32:45,5.749392,70.0,140.0,False,835,,False,0.1,"(3072, 1944)",6703.0,1,6703.0,,,0.177552
14298_Incertae_sedis_thick_skin,rec_pj,SkyScan 2214,2022-04-29 13:28:43,5.749392,70.0,140.0,False,835,,False,0.1,"(3072, 1944)",6698.0,1,6698.0,,,0.121393
156645_Incertae_sedis_thick_skin,head.rec,SkyScan 2214,2022-03-03 13:10:58,16.00072,70.0,140.0,False,832,,False,0.2,"(1536, 972)",2550.0,1,2550.0,,,0.139621
156645_Incertae_sedis_thick_skin,rec_oj,SkyScan 2214,2022-03-03 16:27:28,6.500724,70.0,140.0,False,1111,,False,0.1,"(3072, 1944)",7921.0,1,7921.0,,,0.166769
156645_Incertae_sedis_thick_skin,rec_pj,SkyScan 2214,2022-03-03 18:41:15,6.500724,70.0,140.0,False,1111,,False,0.1,"(3072, 1944)",7944.0,1,7944.0,,,0.093084
158795_Paralabidochromis_victoriae,head.rec,SkyScan 2214,2022-02-11 10:21:15,14.001206,60.0,140.0,False,904,,False,0.2,"(1536, 972)",2741.0,1,2741.0,,,0.188468
158795_Paralabidochromis_victoriae,rec_oj,SkyScan 2214,2022-04-26 12:19:32,5.999331,70.0,140.0,False,835,,False,0.1,"(3072, 1944)",6748.0,1,6748.0,,,0.187463
158795_Paralabidochromis_victoriae,rec_pj,SkyScan 2214,2022-04-26 14:15:34,5.999331,70.0,140.0,False,835,,False,0.1,"(3072, 1944)",6720.0,1,6720.0,,,0.100345
158816_Lipochromis_obesus_complex,head.rec,SkyScan 2214,2022-10-31 16:37:18,20.000477,70.0,145.0,False,736,,False,0.1,"(3072, 1944)",6332.0,1,6332.0,,,0.10417
158816_Lipochromis_obesus_complex,rec,SkyScan 2214,2021-11-23 11:42:41,10.999632,70.0,140.0,False,1075,,False,0.1,"(3072, 1944)",7647.0,1,7647.0,,,0.108723
161476_Prognathochromis_dichrourus_complex,head.rec,SkyScan 2214,2021-12-14 09:59:54,27.500959,70.0,140.0,False,612,,False,0.2,"(1536, 972)",2057.0,1,2057.0,,,0.132101
161476_Prognathochromis_dichrourus_complex,rec,SkyScan 2214,2021-04-13 13:46:49,11.92668,70.0,125.0,False,908,,False,0.2,"(3070, 1944)",3574.0,1,3574.0,,,0.115976
161476_Prognathochromis_dichrourus_complex,rec_rereconstruct,SkyScan 2214,2021-04-13 13:46:49,11.92668,70.0,125.0,False,908,,False,0.2,"(3070, 1944)",3574.0,1,3574.0,,,0.131485
161543_Harpagochromis_cf_pachycephalus,head_30um.rec,SkyScan 2214,2021-02-12 15:44:15,30.000008,80.0,200.0,Al 1mm,445,,False,0.2,"(3072, 1944)",2758.0,1,2758.0,,,0.031229
161543_Harpagochromis_cf_pachycephalus,rec,SkyScan 2214,2021-03-24 14:21:33,13.120329,70.0,125.0,False,750,,False,0.2,"(3070, 1944)",3856.0,1,3856.0,,,0.050316
21322_Neochromis_omnicaeruleus_Testfish,jaw.rec_mouth_5um,SkyScan 1272,2020-09-28 16:12:57,5.000014,70.0,142.0,Al 0.5mm,1162,3.0,False,0.6,"(2452, 1640)",2051.0,1,2051.0,19.0,,0.220318
21322_Neochromis_omnicaeruleus_Testfish,whole.rec_full,SkyScan 1272,2020-09-28 12:35:20,21.614722,70.0,142.0,Al 0.5mm,1667,3.0,False,0.6,"(1224, 820)",2618.0,1,2618.0,13.0,,0.131458
22406_Platytaeniodus_degeni,head.rec,SkyScan 2214,2022-04-05 10:53:44,20.000477,70.0,140.0,False,790,,False,0.1,"(3072, 1944)",6576.0,1,6576.0,,,0.09065
22406_Platytaeniodus_degeni,rec_oj,SkyScan 2214,2022-04-05 12:49:17,7.156626,70.0,140.0,False,790,,False,0.1,"(3072, 1944)",6573.0,1,6573.0,,,0.172969
22406_Platytaeniodus_degeni,rec_pj,SkyScan 2214,2022-04-05 14:44:20,8.00036,70.0,140.0,False,790,,False,0.1,"(3072, 1944)",6537.0,1,6537.0,,,0.097306
22476_Astatotilapia_sp_flameback,head.rec,SkyScan 2214,2022-04-12 12:04:53,11.999389,70.0,140.0,False,790,,False,0.1,"(3072, 1944)",6526.0,1,6526.0,,,0.121283
22476_Astatotilapia_sp_flameback,head2.rec,SkyScan 2214,2022-11-03 12:52:49,12.499268,70.0,145.0,False,736,,False,0.1,"(3072, 1944)",6331.0,1,6331.0,,,0.116273
22476_Astatotilapia_sp_flameback,rec_oj,SkyScan 2214,2022-04-12 13:59:23,7.000603,70.0,140.0,False,790,,False,0.1,"(3072, 1944)",6542.0,1,6542.0,,,0.150056
22476_Astatotilapia_sp_flameback,rec_pj,SkyScan 2214,2022-04-12 16:42:56,7.000603,70.0,140.0,False,790,,False,0.1,"(3072, 1944)",6534.0,1,6534.0,,,0.116472
22478_Haplochromis_sp_cherry_fin,rec,SkyScan 2214,2022-02-01 10:43:52,5.367666,70.0,107.0,False,923,,False,0.1,"(3072, 1944)",7169.0,1,7169.0,,,0.17414
22479_Haplochromis_sp_ruby_green,oj_rec,SkyScan 2214,2022-02-14 12:01:26,8.00036,70.0,140.0,False,873,,False,0.1,"(3072, 1944)",6908.0,1,6908.0,,,0.137646
22479_Haplochromis_sp_ruby_green,pj_rec,SkyScan 2214,2022-02-14 13:57:34,8.00036,70.0,140.0,False,873,,False,0.1,"(3072, 1944)",6890.0,1,6890.0,,,0.083089
AN33_Lithochromis_xanthopteryx,head.rec_head,SkyScan 2214,2021-10-14 12:53:17,22.999021,70.0,140.0,False,720,,False,0.2,"(1536, 972)",2209.0,1,2209.0,,,0.092132
AN33_Lithochromis_xanthopteryx,rec,SkyScan 2214,2021-08-24 12:46:48,8.110939,70.0,140.0,False,834,,False,0.1,"(3072, 1944)",6568.0,1,6568.0,,,0.16046
BH58_Pundamilia_orange_anal_nyererei,head.rec,SkyScan 2214,2021-11-09 13:56:10,26.001323,70.0,140.0,False,806,,False,0.2,"(1536, 972)",2341.0,1,2341.0,,,0.09484
BH58_Pundamilia_orange_anal_nyererei,rec,SkyScan 2214,2021-06-09 15:36:54,7.991271,70.0,140.0,False,713,,False,0.2,"(3070, 1944)",3046.0,1,3046.0,,,0.096162
BI10_Neochromis_long_black,rec,SkyScan 2214,2021-07-26 10:46:48,8.34876,70.0,140.0,False,813,,False,0.2,"(3072, 1944)",3279.0,1,3279.0,,,0.102861
BucketOfFish_A_10576_13420_161543_BI10,rec,SkyScan 2214,2022-02-28 16:40:33,34.999866,70.0,140.0,False,855,,False,0.1,"(3072, 1944)",7796.0,1,7796.0,,,0.056677
BucketOfFish_A_10576_13420_161543_BI10,rec_10576,SkyScan 2214,2022-02-28 16:40:33,34.999866,70.0,140.0,False,855,,False,0.1,"(3072, 1944)",7796.0,1,7796.0,,,0.05678
BucketOfFish_A_10576_13420_161543_BI10,rec_13420,SkyScan 2214,2022-02-28 16:40:33,34.999866,70.0,140.0,False,855,,False,0.1,"(3072, 1944)",7796.0,1,7796.0,,,0.05678
BucketOfFish_A_10576_13420_161543_BI10,rec_161543,SkyScan 2214,2022-02-28 16:40:33,34.999866,70.0,140.0,False,855,,False,0.1,"(3072, 1944)",7796.0,1,7796.0,,,0.05678
